Date,Open,High,Low,Close,Adj Close,Volume
2008-12-12,24.990000,26.000000,24.100000,25.730000,18.600746,126810
2008-12-15,25.500000,28.500000,25.500000,28.010000,20.249002,369000
2008-12-16,28.400000,30.480000,27.565001,30.094999,21.756294,359970
2008-12-17,30.400000,31.295000,27.415001,28.285000,20.447809,250180
2008-12-18,27.809999,30.900000,27.809999,30.575001,22.103296,180640
2008-12-19,30.400000,31.280001,29.305000,29.885000,21.604477,134790
2008-12-22,30.200001,30.799999,29.129999,29.379999,21.239405,64930
2008-12-23,29.400000,29.400000,28.004999,28.575001,20.657454,90290
2008-12-24,28.205000,29.000000,27.555000,28.525000,20.621305,273570
2008-12-26,29.325001,29.900000,27.000000,27.225000,19.681513,178920
2008-12-29,27.549999,28.260000,26.905001,27.725000,20.042971,84860
2008-12-30,27.500000,28.485001,27.500000,27.969999,20.220083,86750
2008-12-31,27.700001,29.450001,27.700001,28.375000,20.512871,156910
2009-01-02,29.900000,31.590000,29.049999,30.510000,22.056307,708840
2009-01-05,31.490000,32.189999,30.900000,31.350000,22.663559,468560
2009-01-06,31.500000,31.889999,30.000000,30.215000,21.843044,290010
2009-01-07,30.600000,30.900000,24.500000,26.459999,19.128477,361450
2009-01-09,25.100000,27.299999,23.660000,25.174999,18.199520,168080
2009-01-12,24.980000,25.000000,24.400000,24.705000,17.859747,66640
2009-01-13,24.600000,24.990000,24.000000,24.100000,17.422382,102800
2009-01-14,24.205000,25.000000,24.205000,24.520000,17.726007,68840
2009-01-15,24.350000,24.350000,23.500000,23.709999,17.140442,79260
2009-01-16,23.995001,24.500000,23.799999,24.010000,17.357321,180530
2009-01-19,24.500000,24.799999,23.600000,23.820000,17.219965,63460
2009-01-20,23.500000,24.180000,23.125000,23.305000,16.847662,90670
2009-01-21,23.000000,23.799999,23.000000,23.434999,16.941641,122660
2009-01-22,23.799999,24.200001,23.270000,23.809999,17.212736,83110
2009-01-23,23.900000,24.889999,22.000000,24.014999,17.360937,569630
2009-01-27,23.500000,25.000000,23.500000,24.809999,17.935659,167350
2009-01-28,24.700001,26.209999,24.700001,26.025000,18.814007,203870
2009-01-29,26.200001,29.990000,26.000000,29.020000,20.979155,652450
2009-01-30,28.200001,29.000000,26.674999,28.655001,20.715284,276500
2009-02-02,27.799999,29.900000,27.700001,28.745001,20.780352,184410
2009-02-03,28.799999,29.270000,27.700001,28.570000,20.653843,117930
2009-02-04,28.780001,28.780001,27.115000,27.459999,19.851393,104570
2009-02-05,27.985001,28.830000,27.215000,27.365000,19.782719,33360
2009-02-06,27.375000,30.700001,27.375000,28.174999,20.368288,354000
2009-02-09,28.000000,29.799999,28.000000,28.590000,20.668297,54380
2009-02-10,28.225000,29.900000,28.025000,29.209999,21.116507,169100
2009-02-11,28.000000,28.955000,27.799999,27.965000,20.216473,82900
2009-02-12,28.299999,28.500000,27.510000,27.670000,20.003212,147730
2009-02-13,27.500000,28.250000,27.500000,27.764999,20.071888,53500
2009-02-16,28.100000,28.350000,27.165001,27.375000,19.789949,42190
2009-02-17,26.825001,27.745001,26.209999,26.620001,19.244144,149810
2009-02-18,26.420000,26.844999,25.700001,25.975000,18.777861,81880
2009-02-19,26.290001,26.385000,25.510000,25.825001,18.669418,55560
2009-02-20,25.299999,26.299999,25.150000,25.885000,18.712797,91790
2009-02-24,25.799999,26.250000,25.545000,25.760000,18.622431,218750
2009-02-25,25.799999,26.469999,25.200001,25.645000,18.539295,350350
2009-02-26,25.400000,25.799999,24.125000,24.575001,17.765770,467260
2009-02-27,24.559999,24.875000,24.004999,24.389999,17.632029,62060
2009-03-02,24.000000,24.445000,23.719999,23.885000,17.266956,13710
2009-03-03,23.990000,24.290001,23.100000,23.540001,17.017546,31950
2009-03-04,24.200001,24.400000,23.299999,23.934999,17.303101,47180
2009-03-05,24.400000,25.100000,23.700001,23.855000,17.245272,120210
2009-03-06,23.049999,23.600000,21.830000,23.160000,16.742840,107300
2009-03-09,23.000000,24.799999,22.600000,24.525000,17.729628,154700
2009-03-12,25.400000,26.209999,24.520000,25.000000,18.073011,123390
2009-03-13,25.799999,25.900000,24.934999,25.049999,18.109158,53610
2009-03-16,25.820000,25.820000,24.555000,25.115000,18.156147,57010
2009-03-17,25.000000,25.500000,24.240000,24.665001,17.830835,62260
2009-03-18,25.000000,25.780001,24.715000,24.910000,18.007948,235620
2009-03-19,25.299999,28.200001,25.065001,25.459999,18.405554,350740
2009-03-20,25.500000,26.000000,24.825001,25.000000,18.073011,126990
2009-03-23,25.000000,26.600000,25.000000,25.285000,18.279045,493860
2009-03-24,25.969999,26.700001,24.504999,24.764999,17.903124,3263660
2009-03-25,24.500000,25.000000,24.200001,24.365000,17.613958,698440
2009-03-26,24.600000,25.290001,24.325001,24.530001,17.733244,556290
2009-03-27,24.820000,26.190001,24.700001,25.620001,18.521223,351250
2009-03-30,25.500000,26.700001,25.025000,25.370001,18.340492,443440
2009-03-31,25.299999,27.000000,24.580000,25.809999,18.658577,483460
2009-04-01,25.799999,26.684999,25.530001,26.090000,18.860994,181200
2009-04-02,26.500000,28.495001,26.500000,27.200001,19.663439,809510
2009-04-06,27.975000,29.490000,26.709999,28.740000,20.776731,1084480
2009-04-08,27.219999,31.790001,27.219999,31.049999,22.446678,2115470
2009-04-09,31.799999,32.755001,28.799999,29.379999,21.239405,2020950
2009-04-13,29.700001,31.100000,29.200001,30.615000,22.132214,862050
2009-04-15,30.299999,32.650002,30.000000,31.799999,22.988871,949070
2009-04-16,32.400002,33.799999,29.799999,30.150000,21.796053,1022060
2009-04-17,30.500000,31.799999,29.305000,29.965000,21.662310,430680
2009-04-20,30.900000,30.900000,28.655001,29.110001,21.044214,245500
2009-04-21,28.525000,30.900000,28.350000,30.360001,21.947868,684280
2009-04-22,30.000000,30.504999,28.000000,28.275000,20.440577,465530
2009-04-23,28.480000,29.500000,27.700001,29.120001,21.051447,345610
2009-04-24,29.700001,30.299999,28.600000,29.094999,21.033371,661880
2009-04-27,29.500000,30.469999,28.799999,29.285000,21.170725,424210
2009-04-28,29.510000,29.555000,27.219999,27.639999,19.981520,243300
2009-04-29,28.000000,28.500000,27.225000,27.500000,19.880314,460060
2009-04-30,27.400000,27.400000,27.400000,27.400000,19.808022,0
2009-05-04,28.379999,29.584999,28.100000,29.334999,21.206871,397500
2009-05-05,29.600000,32.480000,29.049999,31.645000,22.876818,1895870
2009-05-06,31.700001,32.599998,30.389999,30.584999,22.110519,1642640
2009-05-07,31.000000,31.990000,30.600000,30.805000,22.269567,939400
2009-05-08,31.334999,34.500000,30.290001,33.270000,24.051565,4448820
2009-05-11,33.810001,35.299999,33.000000,33.505001,24.221453,4820470
2009-05-12,33.500000,34.330002,31.010000,33.849998,24.470856,1636760
2009-05-13,34.240002,35.500000,32.009998,32.575001,23.549135,1432860
2009-05-14,31.975000,33.720001,31.100000,32.980000,23.841915,998480
2009-05-15,33.480000,33.790001,32.049999,32.724998,23.657576,1052560
2009-05-18,36.000000,39.250000,35.000000,38.064999,27.517965,40460
2009-05-19,40.099998,41.900002,32.099998,40.040001,28.945738,3718940
2009-05-20,40.099998,46.189999,40.040001,45.200001,32.675999,2695590
2009-05-21,45.650002,50.799999,43.250000,45.805000,33.113377,2351030
2009-05-22,46.500000,48.400002,44.110001,44.855000,32.426601,1683390
2009-05-25,45.000000,46.189999,43.599998,44.049999,31.844650,1814360
2009-05-26,44.869999,45.000000,38.900002,39.439999,28.511982,1356080
2009-05-27,40.970001,42.500000,40.205002,42.025002,30.380739,2108390
2009-05-28,42.799999,44.700001,41.900002,43.494999,31.443434,1980820
2009-05-29,44.200001,45.299999,42.174999,42.770000,30.919317,1487460
2009-06-01,44.000000,44.900002,43.060001,43.935001,31.761515,950470
2009-06-02,45.110001,45.400002,42.799999,44.095001,31.877182,3008210
2009-06-03,45.180000,52.910000,44.520000,50.110001,36.225544,7390720
2009-06-04,50.130001,52.375000,49.209999,50.209999,36.297829,1424370
2009-06-05,50.959999,52.500000,49.500000,50.775002,36.706287,2088510
2009-06-08,50.900002,50.900002,46.360001,46.985001,33.966419,1064730
2009-06-09,46.099998,49.200001,46.099998,47.584999,34.400173,1158030
2009-06-10,48.639999,50.900002,48.000000,48.570000,35.112247,987790
2009-06-11,48.500000,51.000000,47.709999,49.689999,35.921921,2375180
2009-06-12,50.000000,50.349998,47.599998,48.134998,34.797779,609560
2009-06-15,47.099998,48.990002,44.064999,45.044998,32.563953,622370
2009-06-16,44.099998,46.990002,43.500000,45.285000,32.737453,1776050
2009-06-17,45.000000,46.474998,42.404999,42.785000,30.930159,420300
2009-06-18,42.900002,43.799999,38.435001,40.345001,29.166222,549340
2009-06-19,42.299999,42.299999,39.700001,40.160000,29.032484,435740
2009-06-22,40.509998,41.450001,39.500000,39.720001,28.714409,296590
2009-06-23,38.500000,42.400002,37.020000,42.049999,30.398806,923190
2009-06-24,41.264999,42.500000,40.514999,41.270000,29.834927,313450
2009-06-25,42.325001,42.500000,40.029999,40.224998,29.079473,789130
2009-06-26,39.900002,41.750000,39.099998,40.830002,29.516838,482250
2009-06-29,41.200001,42.200001,40.599998,41.000000,29.639746,449000
2009-06-30,41.799999,41.799999,38.480000,38.709999,27.984257,280990
2009-07-01,38.520000,39.799999,37.025002,37.549999,27.145664,1840580
2009-07-02,38.439999,39.700001,38.009998,38.384998,27.749302,1093730
2009-07-03,38.125000,39.014999,38.000000,38.209999,27.622793,1040070
2009-07-06,38.799999,42.400002,34.599998,35.220001,25.461266,2564540
2009-07-07,36.480000,37.099998,35.200001,36.060001,26.068518,350100
2009-07-08,35.599998,35.680000,33.900002,34.404999,24.872076,304790
2009-07-09,34.310001,36.470001,34.134998,36.060001,26.068518,804310
2009-07-10,36.200001,36.950001,35.500000,36.044998,26.057669,332070
2009-07-13,35.939999,36.000000,34.599998,35.044998,25.334749,279790
2009-07-14,36.000000,37.590000,36.000000,37.185001,26.881798,153200
2009-07-15,37.750000,39.000000,37.505001,38.730000,27.998713,199500
2009-07-16,39.099998,39.880001,38.610001,38.700001,27.977018,233290
2009-07-17,39.200001,40.000000,38.700001,39.560001,28.598734,309120
2009-07-20,39.650002,40.849998,39.650002,40.189999,29.054176,251990
2009-07-21,40.299999,40.980000,39.599998,40.610001,29.357803,196430
2009-07-22,40.799999,41.500000,38.639999,38.990002,30.435003,269610
2009-07-23,39.599998,40.590000,39.139999,39.959999,31.192173,574300
2009-07-24,40.299999,41.895000,40.299999,41.355000,32.281086,312590
2009-07-27,42.189999,42.474998,41.000000,41.884998,32.694801,242760
2009-07-28,41.939999,42.099998,41.700001,42.060001,32.831402,446420
2009-07-29,41.700001,42.150002,40.500000,42.110001,32.870434,257350
2009-07-30,42.095001,44.799999,41.500000,43.650002,34.072533,521100
2009-07-31,44.689999,46.700001,42.810001,43.820000,34.205235,872980
2009-08-03,44.000000,44.500000,42.540001,44.154999,34.466732,341960
2009-08-04,44.500000,46.000000,41.599998,44.200001,34.501862,443840
2009-08-05,44.200001,44.740002,41.665001,42.240002,32.971916,303690
2009-08-06,42.490002,43.299999,41.500000,41.994999,32.780663,1149190
2009-08-07,42.000000,42.799999,40.520000,41.805000,32.632355,313840
2009-08-10,43.400002,43.400002,41.599998,41.639999,32.503559,315310
2009-08-11,41.799999,42.299999,41.500000,41.869999,32.683094,163100
2009-08-12,41.700001,42.400002,40.500000,42.264999,32.991421,176490
2009-08-13,42.400002,43.845001,40.599998,43.610001,34.041302,265330
2009-08-14,43.200001,43.785000,42.599998,43.075001,33.623699,106410
2009-08-17,41.650002,42.884998,41.400002,41.630001,32.495750,225960
2009-08-18,41.099998,44.000000,40.720001,43.270000,33.775913,179240
2009-08-19,42.724998,44.700001,42.000000,42.224998,32.960201,366630
2009-08-20,43.000000,43.580002,41.849998,42.305000,33.022644,82280
2009-08-21,41.139999,43.500000,41.139999,43.224998,33.740780,104740
2009-08-24,43.509998,44.700001,43.209999,43.990002,34.337933,251250
2009-08-25,43.299999,44.419998,42.799999,43.490002,33.947639,297030
2009-08-26,43.599998,45.599998,43.525002,43.990002,34.337933,301420
2009-08-27,43.400002,44.700001,43.099998,43.455002,33.920322,104690
2009-08-28,43.200001,44.000000,43.000000,43.564999,34.006184,283150
2009-08-31,43.000000,44.294998,42.799999,43.715000,34.123276,175330
2009-09-01,44.029999,44.450001,42.500000,42.875000,33.467579,170760
2009-09-02,42.500000,43.285000,42.299999,42.759998,33.377808,92520
2009-09-03,43.070000,43.700001,42.950001,43.215000,33.732979,82740
2009-09-04,44.290001,44.290001,42.799999,42.980000,33.549541,69840
2009-09-07,43.009998,47.099998,43.009998,45.494999,35.512711,897740
2009-09-08,45.810001,46.590000,44.805000,45.494999,35.512711,284310
2009-09-09,45.400002,45.849998,43.700001,44.060001,34.392574,130890
2009-09-10,48.000000,48.000000,43.200001,43.400002,33.877384,314180
2009-09-11,43.799999,45.400002,43.000000,44.209999,34.509655,330330
2009-09-14,43.610001,44.500000,43.215000,43.419998,33.892990,99980
2009-09-15,40.645000,44.645000,40.645000,43.919998,34.283295,200520
2009-09-16,44.500000,44.939999,43.860001,44.299999,34.579906,238770
2009-09-17,44.400002,44.889999,44.000000,44.349998,34.618950,378400
2009-09-18,44.105000,46.400002,44.099998,45.544998,35.551746,391970
2009-09-22,45.509998,46.200001,44.799999,45.490002,35.508808,253880
2009-09-23,45.845001,45.845001,44.009998,44.455002,34.700909,102850
2009-09-24,44.500000,45.500000,44.500000,45.055000,35.169266,383140
2009-09-25,44.799999,45.750000,44.500000,45.130001,35.227806,222550
2009-09-29,45.990002,46.900002,45.485001,46.310001,36.148899,192890
2009-09-30,46.299999,50.145000,45.799999,48.275002,37.682743,948580
2009-10-01,48.564999,51.290001,48.564999,50.470001,39.396130,1081810
2009-10-05,49.500000,52.889999,49.014999,49.994999,39.025345,913300
2009-10-06,50.700001,51.764999,49.724998,50.000000,39.029251,487730
2009-10-07,51.369999,51.580002,50.605000,50.849998,39.692745,213890
2009-10-08,50.900002,51.389999,50.020000,50.514999,39.431248,169310
2009-10-09,51.500000,51.500000,50.099998,50.485001,39.407833,136140
2009-10-12,50.525002,52.299999,50.224998,51.380001,40.106453,316510
2009-10-13,51.750000,51.750000,51.750000,51.750000,40.395271,0
2009-10-14,51.599998,52.200001,51.250000,51.660000,40.325024,237990
2009-10-15,51.970001,54.200001,51.549999,53.145000,41.484188,550220
2009-10-16,53.799999,53.799999,51.505001,52.095001,40.664577,114700
2009-10-20,50.099998,51.200001,49.455002,50.294998,39.259521,902260
2009-10-21,49.849998,54.000000,49.849998,51.395000,40.118164,437580
2009-10-22,50.049999,51.939999,49.595001,50.259998,39.232197,304720
2009-10-23,51.200001,52.380001,50.009998,50.189999,39.177555,490020
2009-10-26,50.970001,50.970001,50.000000,50.040001,39.060474,188380
2009-10-27,50.000000,50.000000,47.115002,48.035000,37.495399,230350
2009-10-28,47.599998,48.770000,47.154999,47.735001,37.261230,128990
2009-10-29,47.000000,47.000000,46.349998,46.634998,36.402576,91410
2009-10-30,47.099998,47.980000,45.514999,46.180000,36.047413,695630
2009-11-03,45.799999,46.500000,44.599998,44.985001,35.114613,191730
2009-11-04,46.000000,46.490002,44.500000,45.264999,35.333183,305210
2009-11-05,45.900002,46.000000,44.799999,45.715000,35.684437,69900
2009-11-06,46.470001,47.500000,46.000000,46.215000,36.074730,65870
2009-11-09,45.799999,48.500000,45.799999,47.750000,37.272934,112170
2009-11-10,48.689999,50.400002,47.799999,48.044998,37.503208,12699320
2009-11-11,49.500000,51.500000,48.709999,50.384998,39.329773,1068460
2009-11-12,50.200001,50.985001,49.035000,49.325001,38.502354,228050
2009-11-13,49.299999,49.904999,48.099998,48.974998,38.229149,1209690
2009-11-16,49.500000,49.500000,48.215000,48.555000,37.901302,136140
2009-11-17,49.000000,49.700001,48.200001,48.595001,37.932526,122360
2009-11-18,48.980000,50.290001,48.450001,49.009998,38.256466,508580
2009-11-19,49.500000,49.500000,48.115002,48.505001,37.862282,86970
2009-11-20,48.709999,51.299999,48.000000,50.049999,39.068275,560970
2009-11-23,51.299999,52.500000,49.650002,50.680000,39.560043,528810
2009-11-24,50.310001,50.900002,48.630001,48.924999,38.190113,414480
2009-11-25,48.799999,49.599998,47.299999,47.529999,37.101200,330130
2009-11-26,48.200001,48.785000,47.025002,47.555000,37.120712,1299670
2009-11-27,46.500000,47.500000,45.025002,47.154999,36.808479,245120
2009-11-30,47.599998,48.400002,47.200001,47.985001,37.456371,903580
2009-12-01,48.505001,48.994999,48.049999,48.634998,37.963749,80190
2009-12-02,49.000000,49.799999,48.525002,48.730000,38.037903,139470
2009-12-03,48.500000,49.400002,47.400002,48.240002,37.655418,788340
2009-12-04,47.900002,48.200001,47.505001,47.654999,37.198772,153160
2009-12-07,47.700001,47.700001,46.314999,46.615002,36.386963,119100
2009-12-08,47.000000,47.099998,46.200001,46.955002,36.652367,118900
2009-12-09,47.279999,47.279999,46.514999,46.799999,36.531376,97350
2009-12-10,46.560001,46.889999,45.535000,45.805000,35.754704,251570
2009-12-11,46.485001,46.490002,45.049999,45.810001,35.758591,299710
2009-12-14,45.509998,45.959999,45.500000,45.500000,35.516617,2909370
2009-12-15,45.799999,46.200001,45.305000,45.705002,35.676636,109810
2009-12-16,45.500000,45.884998,45.500000,45.529999,35.540031,66240
2009-12-17,45.799999,46.165001,45.500000,45.509998,35.524414,85230
2009-12-18,45.500000,46.200001,45.500000,45.680000,35.657124,669210
2009-12-21,45.509998,47.290001,45.500000,46.055000,35.949837,146140
2009-12-22,46.500000,46.799999,45.540001,45.709999,35.680542,98920
2009-12-23,46.000000,47.400002,46.000000,46.689999,36.445522,171970
2009-12-24,47.000000,49.400002,46.009998,48.279999,37.686646,628480
2009-12-29,48.000000,50.180000,47.900002,49.389999,38.553089,261290
2009-12-30,49.105000,50.799999,48.599998,50.220001,39.200981,508620
2009-12-31,50.799999,51.200001,48.500000,50.169998,39.161949,713660
2010-01-04,50.650002,51.500000,49.630001,50.070000,39.083889,175840
2010-01-05,50.299999,50.880001,49.924999,50.564999,39.470276,209880
2010-01-06,50.799999,51.290001,50.110001,50.250000,39.224392,191950
2010-01-07,50.410000,50.470001,49.009998,49.360001,38.529675,119420
2010-01-08,49.895000,49.895000,48.099998,48.330002,37.725670,257680
2010-01-11,48.415001,49.389999,48.000000,48.945000,38.205738,703080
2010-01-12,49.400002,49.400002,48.064999,48.505001,37.862282,448870
2010-01-13,48.500000,52.599998,47.720001,48.320000,37.717869,3116460
2010-01-14,48.599998,49.599998,48.299999,48.555000,37.901302,529150
2010-01-15,48.935001,49.900002,48.599998,48.814999,38.104248,306580
2010-01-18,48.500000,49.189999,48.299999,48.799999,38.092548,147490
2010-01-19,48.939999,49.395000,48.000000,48.125000,37.565647,301040
2010-01-20,48.400002,48.680000,47.900002,48.020000,37.483692,437220
2010-01-21,47.509998,47.994999,46.505001,46.884998,36.597725,310590
2010-01-22,46.099998,46.500000,44.700001,45.230000,35.305847,598470
2010-01-25,45.000000,46.000000,44.115002,45.055000,35.169266,205830
2010-01-27,45.000000,46.400002,43.150002,44.494999,34.732124,2545140
2010-01-28,44.500000,46.994999,42.810001,43.939999,34.298908,580020
2010-01-29,42.900002,44.700001,42.299999,44.270000,34.556492,239430
2010-02-01,44.270000,44.895000,43.169998,43.830002,34.213043,193080
2010-02-02,44.209999,44.790001,43.299999,43.599998,34.033504,165690
2010-02-03,44.000000,44.994999,43.500000,44.435001,36.352859,214130
2010-02-04,44.430000,44.695000,43.700001,44.060001,36.046062,138540
2010-02-05,43.500000,44.799999,42.264999,43.415001,35.518383,280550
2010-02-06,null,null,null,null,null,null
2010-02-08,44.400002,44.400002,43.000000,43.320000,35.440655,89990
2010-02-09,43.200001,43.900002,43.200001,43.380001,35.489746,83950
2010-02-10,43.299999,43.994999,43.000000,43.185001,35.330215,110710
2010-02-11,42.799999,43.599998,42.799999,43.294998,35.420204,65010
2010-02-15,43.200001,44.174999,42.900002,42.919998,35.113415,73800
2010-02-16,43.099998,44.200001,42.299999,42.599998,34.851624,252400
2010-02-17,43.240002,44.490002,42.299999,42.525002,34.790253,246880
2010-02-18,42.200001,43.000000,42.099998,42.395000,34.683903,88430
2010-02-19,42.299999,42.599998,41.134998,41.294998,33.783978,121660
2010-02-22,41.599998,42.000000,41.110001,41.535000,33.980324,138220
2010-02-23,41.500000,42.500000,41.009998,41.869999,34.254398,9497120
2010-02-24,41.705002,41.880001,40.400002,40.525002,33.154030,141330
2010-02-25,40.910000,42.279999,40.505001,40.735001,33.325840,76560
2010-02-26,40.900002,42.000000,40.599998,41.014999,33.554913,290230
2010-03-02,44.299999,44.299999,41.200001,42.075001,34.422104,107580
2010-03-03,42.000000,43.380001,41.799999,43.119999,35.277035,239310
2010-03-04,42.599998,43.549999,42.599998,43.200001,35.342491,373480
2010-03-05,43.000000,43.799999,43.000000,43.240002,35.375210,98930
2010-03-08,43.880001,44.165001,43.505001,43.805000,35.837440,113510
2010-03-09,43.505001,43.744999,42.549999,42.610001,34.859798,62520
2010-03-10,42.349998,43.195000,42.174999,42.730000,34.957973,118040
2010-03-11,43.480000,44.000000,42.799999,42.919998,35.113415,141240
2010-03-12,42.950001,42.950001,42.455002,42.705002,34.937527,52780
2010-03-15,43.250000,43.439999,42.110001,42.695000,34.929333,117430
2010-03-16,43.000000,43.990002,42.630001,43.005001,35.182953,75060
2010-03-17,43.130001,43.400002,43.000000,43.130001,35.285217,181870
2010-03-18,43.200001,44.900002,43.049999,43.895000,35.911076,1253650
2010-03-19,43.900002,44.980000,43.900002,44.525002,36.426487,773440
2010-03-22,43.990002,44.689999,43.610001,44.299999,36.242409,84870
2010-03-23,44.000000,44.500000,42.580002,42.779999,34.998878,230560
2010-03-25,40.785000,43.794998,40.785000,43.430000,35.530651,476640
2010-03-26,42.720001,43.900002,42.720001,43.404999,35.510204,69170
2010-03-29,43.000000,43.700001,43.000000,43.375000,35.485653,97180
2010-03-30,43.799999,44.799999,43.799999,44.209999,36.168774,196780
2010-03-31,43.799999,44.189999,43.325001,44.055000,36.041981,165210
2010-04-01,43.599998,44.270000,43.599998,43.965000,35.968342,48120
2010-04-05,43.799999,44.380001,43.505001,43.970001,35.972431,3540170
2010-04-06,44.000000,44.400002,43.509998,43.750000,35.792450,351730
2010-04-07,43.799999,44.200001,43.500000,43.669998,35.727005,155400
2010-04-08,43.549999,44.195000,43.369999,43.945000,35.951984,188550
2010-04-09,44.000000,44.025002,43.500000,43.840000,35.866074,101860
2010-04-12,43.560001,44.000000,43.500000,43.849998,35.874260,53680
2010-04-13,43.514999,44.095001,43.514999,43.605000,35.673828,85530
2010-04-15,43.520000,44.200001,43.520000,43.955002,35.960159,112550
2010-04-16,43.560001,43.994999,43.560001,43.639999,35.702450,47410
2010-04-19,43.974998,43.974998,42.799999,43.090000,35.252495,94760
2010-04-20,42.700001,43.595001,42.700001,42.910000,35.105228,51500
2010-04-21,42.709999,43.349998,42.709999,43.205002,35.346569,46090
2010-04-22,43.200001,43.200001,42.759998,42.884998,35.084782,36760
2010-04-23,42.825001,43.900002,42.365002,42.529999,34.794350,893140
2010-04-26,42.994999,42.994999,41.900002,42.014999,34.373020,89630
2010-04-27,42.445000,42.445000,41.105000,41.189999,33.698082,113450
2010-04-28,41.025002,41.500000,40.160000,40.485001,33.121307,111130
2010-04-29,40.200001,41.080002,40.000000,40.334999,32.998589,376410
2010-04-30,39.840000,41.299999,39.840000,41.139999,33.657173,239960
2010-05-03,40.700001,41.400002,40.700001,40.950001,33.501736,60160
2010-05-04,40.799999,41.799999,40.770000,41.520000,33.968060,177100
2010-05-05,41.490002,41.980000,40.200001,41.625000,34.053967,106900
2010-05-06,41.869999,41.900002,40.480000,41.520000,33.968060,95760
2010-05-07,40.650002,41.900002,40.404999,41.494999,33.947598,78420
2010-05-10,41.400002,41.709999,41.020000,41.375000,33.849426,18400
2010-05-11,40.689999,41.610001,40.689999,41.075001,33.603992,112210
2010-05-12,40.700001,41.299999,40.500000,40.785000,33.366741,119010
2010-05-13,40.599998,41.695000,40.400002,40.650002,33.256294,123240
2010-05-14,40.500000,41.290001,40.025002,40.294998,32.965862,67500
2010-05-17,40.220001,40.445000,39.500000,40.005001,32.728622,84710
2010-05-18,39.910000,40.705002,39.759998,40.525002,33.154030,39320
2010-05-19,40.400002,41.700001,39.715000,40.660000,33.264465,79660
2010-05-20,41.189999,41.200001,40.270000,40.705002,33.301308,66390
2010-05-21,40.000000,41.200001,39.799999,41.014999,33.554913,445390
2010-05-24,40.270000,41.799999,40.270000,40.904999,33.464916,94940
2010-05-25,41.345001,41.345001,39.500000,40.535000,33.162220,130120
